Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
T06PKp,Gabey,Rushbrooke,Female,8,France,Chuuk International Airport,FM,"Micronesia, Federated States of",OC,Oceania,11/9/2022,TKK,Gabey Rushbrooke,Delayed
vrVOYZ,Fifine,Rillstone,Female,56,United States,Lekhwair Airport,OM,Oman,AS,Asia,2/21/2022,LKW,Fifine Rillstone,Cancelled
QC47zs,Drusy,Coulthard,Female,69,Kiribati,Ramstein Air Base,DE,Germany,EU,Europe,2/21/2022,RMS,Drusy Coulthard,On Time
5g8BAs,Georgetta,Mayor,Female,53,Japan,Takhli Airport,TH,Thailand,AS,Asia,6/15/2022,TKH,Georgetta Mayor,Cancelled
SWE5vv,Cassie,Echelle,Female,13,China,Carson Airport,US,United States,NAM,North America,10/6/2022,CSN,Cassie Echelle,On Time
FqvaIS,Fonz,Bonafant,Male,75,Poland,Cincinnati Municipal Airport Lunken Field,US,United States,NAM,North America,3/16/2022,LUK,Fonz Bonafant,On Time
1SynDR,Tomasine,Diehn,Female,51,China,Masalembo Airport,ID,Indonesia,AS,Asia,6/16/2022,MSI,Tomasine Diehn,Delayed
UPOYUF,Sawyere,Danis,Male,26,South Africa,Bartica A Airport,GY,Guyana,SAM,South America,6/21/2022,GFO,Sawyere Danis,Cancelled
y69fwq,Ellery,Walthew,Male,66,France,Cartierville Airport,CA,Canada,NAM,North America,8/15/2022,YCV,Ellery Walthew,Cancelled
SOOBwa,Hirsch,Flook,Male,89,Indonesia,Portland International Airport,US,United States,NAM,North America,6/30/2022,PDX,Hirsch Flook,On Time
cnm2hX,Katti,Gotts,Female,51,Ukraine,Estevan Airport,CA,Canada,NAM,North America,1/17/2022,YEN,Katti Gotts,On Time
tjt1eg,Henry,Goodluck,Male,35,Ethiopia,Kamusi Airport,PG,Papua New Guinea,OC,Oceania,5/4/2022,KUY,Henry Goodluck,Cancelled
z37vM5,Ettore,Housiaux,Male,20,Mongolia,Zweibrücken Airport,DE,Germany,EU,Europe,1/5/2022,ZQW,Ettore Housiaux,Delayed
OhqVot,Chaim,Carvill,Male,19,Philippines,Bismarck Municipal Airport,US,United States,NAM,North America,5/12/2022,BIS,Chaim Carvill,Delayed
TmNqRp,Ulric,Suffield,Male,85,Greece,Iffley Airport,AU,Australia,OC,Oceania,4/4/2022,IFF,Ulric Suffield,On Time
AOokW1,Jamill,Wadhams,Male,57,Indonesia,Mejit Atoll Airport,MH,Marshall Islands,OC,Oceania,1/13/2022,MJB,Jamill Wadhams,Delayed
lADxOm,Brandais,Maccaig,Female,37,Indonesia,Sodankyla Airport,FI,Finland,EU,Europe,3/27/2022,SOT,Brandais Maccaig,On Time
BuaZDb,Jessamyn,Dulin,Female,12,China,Hudiksvall Airport,SE,Sweden,EU,Europe,10/16/2022,HUV,Jessamyn Dulin,Delayed
0EVIhv,Lief,Messingham,Male,82,Ukraine,Great Harbour Cay Airport,BS,Bahamas,NAM,North America,11/21/2022,GHC,Lief Messingham,On Time
jAunaR,Nicol,Levane,Male,47,Norway,Stanthorpe Airport,AU,Australia,OC,Oceania,9/24/2022,SNH,Nicol Levane,Delayed
sw7Auq,Ebba,Thursby,Female,90,Argentina,Tippi Airport,ET,Ethiopia,AF,Africa,6/23/2022,TIE,Ebba Thursby,Delayed
ZUgdBI,Erl,Engeham,Male,70,Brazil,Ruston Regional Airport,US,United States,NAM,North America,4/5/2022,RSN,Erl Engeham,Delayed
TVhX7L,Roma,Lux,Male,56,Tanzania,Port Williams Seaplane Base,US,United States,NAM,North America,5/17/2022,KPR,Roma Lux,Cancelled
GmaPJu,Ebony,Perfitt,Female,16,Japan,Grajaú Airport,BR,Brazil,SAM,South America,4/15/2022,0,Ebony Perfitt,Delayed
87xwXL,Minda,Skurray,Female,56,Norway,Sharana Airstrip,AF,Afghanistan,AS,Asia,4/6/2022,OAS,Minda Skurray,Cancelled
WvxlHQ,Wynny,Foystone,Female,30,Russia,RAF Benson,GB,United Kingdom,EU,Europe,1/26/2022,BEX,Wynny Foystone,Delayed
SQMMmz,Orville,Karolowski,Male,64,Argentina,Nadzab Airport,PG,Papua New Guinea,OC,Oceania,11/29/2022,LAE,Orville Karolowski,Delayed
2ROpnA,Jordon,Sallowaye,Male,43,Sri Lanka,Aneityum Airport,VU,Vanuatu,OC,Oceania,9/30/2022,AUY,Jordon Sallowaye,Cancelled
GTEwgZ,Bartolemo,McGowran,Male,29,Indonesia,John H Batten Airport,US,United States,NAM,North America,8/29/2022,RAC,Bartolemo McGowran,Cancelled
8fXFOv,Haze,Shapiro,Male,12,Philippines,Henderson Field,UM,United States Minor Outlying Islands,OC,Oceania,2/6/2022,MDY,Haze Shapiro,Cancelled
CKY3LG,Damaris,Lavens,Female,73,Portugal,Alfredo Vásquez Cobo International Airport,CO,Colombia,SAM,South America,7/12/2022,LET,Damaris Lavens,On Time
RpGuw1,Yevette,Coare,Female,74,Madagascar,Massawa International Airport,ER,Eritrea,AF,Africa,8/23/2022,MSW,Yevette Coare,On Time
H98JY9,Godfry,Russell,Male,59,Indonesia,Beira Airport,MZ,Mozambique,AF,Africa,9/19/2022,BEW,Godfry Russell,Cancelled
qJsplM,Branden,Froom,Male,79,China,Kon Airport,TL,Timor-Leste,AS,Asia,6/10/2022,KCI,Branden Froom,Delayed
iZGWRN,Hildegaard,Grimsdike,Female,46,Russia,Biaugunu Airport,FJ,Fiji,OC,Oceania,3/14/2022,AQS,Hildegaard Grimsdike,Delayed
lFUwoO,Neall,Beccero,Male,51,Greece,Wrotham Park Airport,AU,Australia,OC,Oceania,2/24/2022,WPK,Neall Beccero,Cancelled
qhReUl,Harriett,Nore,Female,53,Japan,Harriet Alexander Field,US,United States,NAM,North America,12/17/2022,SLT,Harriett Nore,Delayed
cLidBB,Winny,Delgadillo,Male,24,Peru,Ubari Airport,LY,Libya,AF,Africa,5/25/2022,QUB,Winny Delgadillo,Cancelled
aqptBF,Hasheem,Mabee,Male,90,Indonesia,CFB Cold Lake,CA,Canada,NAM,North America,4/28/2022,YOD,Hasheem Mabee,On Time
RIc3Cc,Germana,McAllan,Female,70,Ecuador,Tibú Airport,CO,Colombia,SAM,South America,9/7/2022,TIB,Germana McAllan,Cancelled
doAYCq,Reuven,Kilpin,Male,30,China,Chachoán Airport,EC,Ecuador,SAM,South America,11/6/2022,ATF,Reuven Kilpin,Cancelled
YSBsxJ,Leann,Pyrke,Female,34,Namibia,EMBRAER - Unidade Gavião Peixoto Airport,BR,Brazil,SAM,South America,7/10/2022,0,Leann Pyrke,Cancelled
1ENOOh,Rossy,Frewer,Male,17,Ukraine,Manitoulin East Municipal Airport,CA,Canada,NAM,North America,3/4/2022,YEM,Rossy Frewer,Delayed
KMY9ZT,Ernesto,Fort,Male,46,Philippines,Syukuran Aminuddin Amir Airport,ID,Indonesia,AS,Asia,9/6/2022,LUW,Ernesto Fort,On Time
zYXKEs,Chloris,Frankiewicz,Female,56,Argentina,"Châteauroux-Déols ""Marcel Dassault"" Airport",FR,France,EU,Europe,1/13/2022,CHR,Chloris Frankiewicz,On Time
uMHDmC,Leonore,Ruvel,Female,14,South Africa,Smara Airport,EH,Western Sahara,AF,Africa,12/19/2022,SMW,Leonore Ruvel,Delayed
wGyb0B,Quintus,Curnok,Male,90,Indonesia,Busselton Regional Airport,AU,Australia,OC,Oceania,11/20/2022,BQB,Quintus Curnok,On Time
wrrGsq,Alva,Sellen,Male,51,Indonesia,Namsos Høknesøra Airport,NO,Norway,EU,Europe,4/1/2022,OSY,Alva Sellen,Delayed
3i0lfs,Jorey,Winslett,Female,73,Malaysia,Michigan City Municipal Airport,US,United States,NAM,North America,5/11/2022,MGC,Jorey Winslett,On Time
6lAWZM,Lenka,Dunbar,Female,11,China,Lord Howe Island Airport,AU,Australia,OC,Oceania,2/19/2022,LDH,Lenka Dunbar,Delayed
LMErLs,Benton,Sinott,Male,66,Guatemala,Dedougou Airport,BF,Burkina Faso,AF,Africa,11/4/2022,DGU,Benton Sinott,On Time
A9753n,Selig,Mathwen,Male,85,Belarus,Melbourne Essendon Airport,AU,Australia,OC,Oceania,11/8/2022,MEB,Selig Mathwen,On Time
XS96Qs,Rosemarie,Burleigh,Female,9,Poland,Glasgow Municipal Airport,US,United States,NAM,North America,5/5/2022,GLW,Rosemarie Burleigh,On Time
M2lkMI,Bel,Muncer,Female,12,Indonesia,Manitouwadge Airport,CA,Canada,NAM,North America,8/9/2022,YMG,Bel Muncer,On Time
uVKg9U,Rock,Champkins,Male,15,Colombia,Chinggis Khaan International Airport,MN,Mongolia,AS,Asia,10/17/2022,ULN,Rock Champkins,Delayed
FRMBOa,Lothario,Ettles,Male,16,Estonia,Ceres Airport,BR,Brazil,SAM,South America,11/22/2022,0,Lothario Ettles,On Time
MMxtvA,Lazarus,Brimley,Male,70,Myanmar,Greater Kankakee Airport,US,United States,NAM,North America,1/17/2022,IKK,Lazarus Brimley,On Time
ejdU1j,Vinny,Ipwell,Male,44,Kazakhstan,Kerema Airport,PG,Papua New Guinea,OC,Oceania,12/1/2022,KMA,Vinny Ipwell,On Time
Ir6PtC,Britta,Wavish,Female,42,Nicaragua,Tofino Harbour Seaplane Base,CA,Canada,NAM,North America,4/30/2022,YTP,Britta Wavish,Cancelled
lnNS9f,Andris,Overstone,Male,49,Philippines,Cincinnati Northern Kentucky International Airport,US,United States,NAM,North America,6/18/2022,CVG,Andris Overstone,On Time
Cm3s9A,Abagail,Patman,Female,42,Indonesia,Læsø Airport,DK,Denmark,EU,Europe,12/15/2022,BYR,Abagail Patman,On Time
L3P8Qb,Nancy,Mountfort,Female,79,Serbia,Sedalia Memorial Airport,US,United States,NAM,North America,4/28/2022,DMO,Nancy Mountfort,On Time
avEBse,Josselyn,Lomb,Female,85,China,Rajiv Gandhi International Airport,IN,India,AS,Asia,7/11/2022,HYD,Josselyn Lomb,Cancelled
dXS74l,Joell,Winchurch,Female,17,China,Thumrait Air Base,OM,Oman,AS,Asia,1/3/2022,TTH,Joell Winchurch,Cancelled
gCLNCJ,Salvador,Labbati,Male,25,China,Zhongwei Shapotou Airport,CN,China,AS,Asia,5/12/2022,ZHY,Salvador Labbati,Cancelled
yg0qLt,Waylen,Mushett,Male,68,Nigeria,Muskrat Dam Airport,CA,Canada,NAM,North America,10/9/2022,MSA,Waylen Mushett,Delayed
EwxV61,Langsdon,Lowne,Male,64,Thailand,Sissano Airport,PG,Papua New Guinea,OC,Oceania,12/22/2022,SIZ,Langsdon Lowne,On Time
lUubeP,Randee,Hutchin,Female,23,Indonesia,Sri Guru Ram Dass Jee International Airport,IN,India,AS,Asia,12/15/2022,ATQ,Randee Hutchin,Cancelled
0E9geT,Ludovika,Oultram,Female,71,United States,Osmany International Airport,BD,Bangladesh,AS,Asia,12/9/2022,ZYL,Ludovika Oultram,Delayed
vcbujP,Wat,Giorgio,Male,11,Argentina,Moree Airport,AU,Australia,OC,Oceania,4/17/2022,MRZ,Wat Giorgio,On Time
HBY83g,Henry,Diable,Male,20,Georgia,Yotvata Airfield,IL,Israel,AS,Asia,5/22/2022,YOT,Henry Diable,On Time
sX3XZb,Eric,Goretti,Male,4,France,Taisha Airport,EC,Ecuador,SAM,South America,12/21/2022,TSC,Eric Goretti,On Time
9NsGzr,Tome,Bohills,Male,6,Colombia,Reims-Champagne (BA 112) Air Base,FR,France,EU,Europe,5/13/2022,RHE,Tome Bohills,On Time
tT1nLS,Garrik,Ricoald,Male,76,Poland,Aswan International Airport,EG,Egypt,AF,Africa,12/27/2022,ASW,Garrik Ricoald,Delayed
awFWBf,Ardyce,Calendar,Female,10,Russia,Gage Airport,US,United States,NAM,North America,6/12/2022,GAG,Ardyce Calendar,Delayed
UeMbFT,Judie,Street,Female,52,Canada,Tikchik Lodge Seaplane Base,US,United States,NAM,North America,9/19/2022,KTH,Judie Street,On Time
SSXbxi,Marysa,Lynch,Female,28,Philippines,Brest Airport,BY,Belarus,EU,Europe,2/3/2022,BQT,Marysa Lynch,Delayed
3rtWHb,Matthias,Overill,Male,53,Indonesia,San Miguel Airport,PA,Panama,NAM,North America,3/24/2022,NMG,Matthias Overill,Cancelled
q2zKkk,Rey,Ginn,Female,59,Russia,Ponta do Ouro Airport,MZ,Mozambique,AF,Africa,8/25/2022,PDD,Rey Ginn,Cancelled
fJP8wW,Claresta,Hensmans,Female,3,United States,Perryville Airport,US,United States,NAM,North America,4/14/2022,KPV,Claresta Hensmans,On Time
inCyXC,Chrissie,Rathke,Male,17,Iran,Marmul Airport,OM,Oman,AS,Asia,2/11/2022,OMM,Chrissie Rathke,Delayed
8XFXET,Welsh,Joinson,Male,24,Portugal,Magnitogorsk International Airport,RU,Russian Federation,EU,Europe,7/14/2022,MQF,Welsh Joinson,On Time
QyNwAl,Tudor,Sawforde,Male,59,Brazil,Turkmenabat Airport,TM,Turkmenistan,AS,Asia,4/28/2022,CRZ,Tudor Sawforde,On Time
byv836,Theodore,Stratton,Male,32,Serbia,Holy Cross Airport,US,United States,NAM,North America,10/30/2022,HCR,Theodore Stratton,On Time
RaAfco,Faun,Dodshon,Female,45,Indonesia,Deauville-Saint-Gatien Airport,FR,France,EU,Europe,7/29/2022,DOL,Faun Dodshon,Cancelled
cjvyqP,Clio,Mergue,Female,65,Spain,Allen C Perkinson Blackstone Army Air Field,US,United States,NAM,North America,6/9/2022,BKT,Clio Mergue,Delayed
S6flsI,Eachelle,Eglese,Female,17,Guatemala,Campo Fontenelle Airport,BR,Brazil,SAM,South America,10/18/2022,QPS,Eachelle Eglese,Cancelled
tewM6s,Melvyn,Broxup,Male,86,China,Show Low Regional Airport,US,United States,NAM,North America,12/17/2022,SOW,Melvyn Broxup,Cancelled
Y24DAB,Carin,Selwood,Female,85,Czech Republic,Kuito Airport,AO,Angola,AF,Africa,11/13/2022,SVP,Carin Selwood,Cancelled
7jgOGW,Isa,Anthill,Female,84,Portugal,Juneau International Airport,US,United States,NAM,North America,11/14/2022,JNU,Isa Anthill,Cancelled
ZxCORF,Kat,Francescone,Female,8,Philippines,Glacier Creek Airport,US,United States,NAM,North America,10/17/2022,KGZ,Kat Francescone,On Time
E73qYY,Bertie,Gitthouse,Female,27,Poland,Minot International Airport,US,United States,NAM,North America,1/4/2022,MOT,Bertie Gitthouse,Cancelled
Zw2LTW,Evin,Lamers,Male,6,Afghanistan,El Alamein International Airport,EG,Egypt,AF,Africa,1/24/2022,DBB,Evin Lamers,Cancelled
kPjnwW,Berny,Ubee,Female,30,South Korea,Walgett Airport,AU,Australia,OC,Oceania,4/8/2022,WGE,Berny Ubee,Delayed
qdNPN3,Walsh,Currier,Male,4,New Zealand,Anthony Lagoon Airport,AU,Australia,OC,Oceania,5/18/2022,AYL,Walsh Currier,Delayed
XGj87S,Marve,Ranner,Male,37,Pakistan,Allah Valley Airport,PH,Philippines,AS,Asia,1/4/2022,AAV,Marve Ranner,On Time
huUAZq,Hansiain,Genike,Male,46,Canada,Limoges Airport,FR,France,EU,Europe,10/27/2022,LIG,Hansiain Genike,On Time
dZkhz9,Kariotta,Tersay,Female,59,Portugal,Ononge Airport,PG,Papua New Guinea,OC,Oceania,10/26/2022,ONB,Kariotta Tersay,Cancelled
TqN3QE,Vivie,Ameer-Beg,Female,67,Portugal,Dillant Hopkins Airport,US,United States,NAM,North America,9/25/2022,EEN,Vivie Ameer-Beg,Cancelled
y4T7Ja,Gerri,Dibbe,Female,65,China,El Dorado Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,8/14/2022,EOR,Gerri Dibbe,On Time
GxhKuh,Damian,Garnsey,Male,43,Ukraine,Buka Airport,PG,Papua New Guinea,OC,Oceania,8/2/2022,BUA,Damian Garnsey,Cancelled
JfO6N9,Dick,Cattonnet,Male,89,Indonesia,Gaoua Airport,BF,Burkina Faso,AF,Africa,8/12/2022,XGA,Dick Cattonnet,Cancelled
PbU8S7,Evania,Freen,Female,5,Guam,Hugo Cantergiani Regional Airport,BR,Brazil,SAM,South America,6/7/2022,CXJ,Evania Freen,On Time
VCb18n,Bram,Thorneywork,Male,79,Netherlands,Prince Rupert Airport,CA,Canada,NAM,North America,9/11/2022,YPR,Bram Thorneywork,Cancelled
gJv4qe,Levy,Walrond,Male,48,Costa Rica,Trent Lott International Airport,US,United States,NAM,North America,12/24/2022,PGL,Levy Walrond,Delayed
um1bGI,Netti,Burtt,Female,47,Tanzania,Wewak International Airport,PG,Papua New Guinea,OC,Oceania,4/9/2022,WWK,Netti Burtt,On Time
uLwv9I,Caleb,Crumbleholme,Male,34,United States,L'Espérance Airport,MF,Saint Martin (French part),NAM,North America,8/22/2022,SFG,Caleb Crumbleholme,Cancelled
YtmAbd,Annnora,Raywood,Female,66,China,Santa Maria da Vitória Airport,BR,Brazil,SAM,South America,5/6/2022,0,Annnora Raywood,Delayed
NToDFZ,Farlay,Cast,Male,38,China,Sierra Maestra Airport,CU,Cuba,NAM,North America,6/10/2022,MZO,Farlay Cast,On Time
dOQhEL,Jaquith,Hudless,Female,50,Indonesia,Yeosu Airport,KR,"Korea, Republic of",AS,Asia,6/7/2022,RSU,Jaquith Hudless,Cancelled
XYxI94,Otha,Ainge,Female,59,Philippines,Mitchell Municipal Airport,US,United States,NAM,North America,5/2/2022,MHE,Otha Ainge,Delayed
zzTHM5,Rollo,Simnor,Male,64,Russia,Rupsi India Airport,IN,India,AS,Asia,6/7/2022,RUP,Rollo Simnor,Delayed
0h6j03,Meredith,Jaffra,Male,12,Mexico,Gray Army Air Field,US,United States,NAM,North America,1/4/2022,GRF,Meredith Jaffra,Cancelled
xWU5nL,Florenza,Trotton,Female,85,France,Yasser Arafat International Airport,PS,"Palestine, State of",AS,Asia,6/26/2022,GZA,Florenza Trotton,Cancelled
tgb4rm,Barney,Vasechkin,Male,48,Russia,Zabré Airport,BF,Burkina Faso,AF,Africa,3/11/2022,XZA,Barney Vasechkin,On Time
uce7MV,Maude,Paternoster,Female,70,Indonesia,Zagreb Airport,HR,Croatia,EU,Europe,3/26/2022,ZAG,Maude Paternoster,Cancelled
WbEQUN,Mario,Maseyk,Male,79,Bangladesh,Ouzinkie Airport,US,United States,NAM,North America,2/4/2022,KOZ,Mario Maseyk,On Time
cpGpVH,Anastassia,Slaney,Female,25,China,Jefferson City Memorial Airport,US,United States,NAM,North America,10/9/2022,JEF,Anastassia Slaney,On Time
pRmHXi,Gallagher,McFarlan,Male,70,Russia,Castres-Mazamet Airport,FR,France,EU,Europe,7/11/2022,DCM,Gallagher McFarlan,Cancelled
a4WDUS,Drew,Mingard,Male,56,Philippines,Åre Östersund Airport,SE,Sweden,EU,Europe,10/2/2022,OSD,Drew Mingard,Cancelled
2sSHaC,Van,Payle,Male,8,Sierra Leone,Shakiso Airport,ET,Ethiopia,AF,Africa,5/3/2022,SKR,Van Payle,Cancelled
9iLAzs,Beltran,Kinforth,Male,74,China,Nicosia International Airport,CY,Cyprus,AS,Asia,2/2/2022,NIC,Beltran Kinforth,Cancelled
xcyity,Chrystal,Ancell,Female,33,Indonesia,Norsup Airport,VU,Vanuatu,OC,Oceania,7/11/2022,NUS,Chrystal Ancell,Delayed
rGrnvq,Jephthah,Martynikhin,Male,17,France,Funafuti International Airport,TV,Tuvalu,OC,Oceania,1/14/2022,FUN,Jephthah Martynikhin,Delayed
juhg7e,Kelcey,Bentley,Female,87,China,Dr. Babasaheb Ambedkar International Airport,IN,India,AS,Asia,11/9/2022,NAG,Kelcey Bentley,Cancelled
3Elgg0,Berthe,Duferie,Female,60,China,Mariánské Lázně Airport,CZ,Czechia,EU,Europe,12/22/2022,MKA,Berthe Duferie,Delayed
qxX7QQ,Rhea,Minett,Female,43,Brazil,Igiugig Airport,US,United States,NAM,North America,10/24/2022,IGG,Rhea Minett,On Time
WYIjJu,Yance,Sorton,Male,85,Czech Republic,Honinabi Airport,PG,Papua New Guinea,OC,Oceania,11/27/2022,HNN,Yance Sorton,Cancelled
K9kzuy,Hannis,Roycraft,Female,57,Czech Republic,Ouahigouya Airport,BF,Burkina Faso,AF,Africa,5/2/2022,OUG,Hannis Roycraft,On Time
OIsTKI,Delphinia,Cargill,Female,60,Pakistan,Nana Airport,SB,Solomon Islands,OC,Oceania,1/25/2022,NAZ,Delphinia Cargill,On Time
HDbK3T,Wendeline,Anstee,Female,75,Portugal,Nejran Airport,SA,Saudi Arabia,AS,Asia,2/19/2022,EAM,Wendeline Anstee,On Time
vEiQJU,Merwyn,Stamps,Male,1,Brazil,New York Skyports Inc Seaplane Base,US,United States,NAM,North America,4/6/2022,QNY,Merwyn Stamps,Delayed
vtJ3v3,Winslow,McMorland,Male,11,Mongolia,Lahti Vesivehmaa Airport,FI,Finland,EU,Europe,5/3/2022,QLF,Winslow McMorland,Delayed
4cOZV6,Pavel,Leveritt,Male,8,Indonesia,Berbérati Airport,CF,Central African Republic,AF,Africa,1/30/2022,BBT,Pavel Leveritt,Cancelled
NLPeWw,Enrichetta,Zorener,Female,33,Portugal,Swan River Airport,CA,Canada,NAM,North America,8/8/2022,ZJN,Enrichetta Zorener,Cancelled
gbNwWC,Brana,Fellgett,Female,58,Russia,Kneeland Airport,US,United States,NAM,North America,8/13/2022,NLN,Brana Fellgett,Cancelled
SUAJ37,Gaylene,Savage,Female,79,Czech Republic,Kryvyi Rih International Airport,UA,Ukraine,EU,Europe,12/18/2022,KWG,Gaylene Savage,Cancelled
umpK1A,Inger,Gyorgy,Female,64,Russia,Barter Island LRRS Airport,US,United States,NAM,North America,5/21/2022,BTI,Inger Gyorgy,Delayed
K5Ga8v,Wylma,Booi,Female,43,France,Nauru International Airport,NR,Nauru,OC,Oceania,12/23/2022,INU,Wylma Booi,Cancelled
gtk8dz,Mattheus,Shergold,Male,33,Indonesia,Minchumina Airport,US,United States,NAM,North America,8/11/2022,LMA,Mattheus Shergold,Cancelled
WZmICE,Ag,Bysh,Female,77,Palau,Fukui Airport,JP,Japan,AS,Asia,9/16/2022,FKJ,Ag Bysh,On Time
nQWQxs,Kippar,Gollard,Male,62,Japan,Aurukun Airport,AU,Australia,OC,Oceania,7/16/2022,AUU,Kippar Gollard,On Time
ix4q6x,Abigale,Joseland,Female,70,Russia,Flotta Isle Airport,GB,United Kingdom,EU,Europe,12/17/2022,FLH,Abigale Joseland,Delayed
eSpOzw,Agatha,Brampton,Female,13,Burkina Faso,Spangdahlem Air Base,DE,Germany,EU,Europe,5/26/2022,SPM,Agatha Brampton,On Time
FvYGw9,Lacey,Aslott,Female,66,Indonesia,Dillon County Airport,US,United States,NAM,North America,9/30/2022,DLL,Lacey Aslott,On Time
SMi5NT,Orlan,Kendell,Male,45,Indonesia,Middlemount Airport,AU,Australia,OC,Oceania,5/14/2022,MMM,Orlan Kendell,Cancelled
8pZqQw,Abeu,Cohani,Male,18,Morocco,Visby Airport,SE,Sweden,EU,Europe,12/26/2022,VBY,Abeu Cohani,Delayed
trciBM,Merl,Mearing,Female,4,Indonesia,Hollis Clark Bay Seaplane Base,US,United States,NAM,North America,1/20/2022,HYL,Merl Mearing,Delayed
RIsuNH,Benedetta,Cassels,Female,23,Portugal,Mt. Fuji Shizuoka Airport,JP,Japan,AS,Asia,10/7/2022,FSZ,Benedetta Cassels,Delayed
IFgPA0,Gael,Nisius,Female,13,South Africa,Wapekeka Airport,CA,Canada,NAM,North America,7/7/2022,YAX,Gael Nisius,Cancelled
mAfLAv,Caresa,Brocket,Female,32,Angola,Diamantina Airport,BR,Brazil,SAM,South America,7/1/2022,DTI,Caresa Brocket,Delayed
dHfpA5,Rowan,Andreoletti,Male,42,China,Lanzhou Zhongchuan Airport,CN,China,AS,Asia,12/23/2022,LHW,Rowan Andreoletti,Delayed
k82FH5,Wenda,Brenard,Female,1,Thailand,Walaha Airport,VU,Vanuatu,OC,Oceania,11/19/2022,WLH,Wenda Brenard,Delayed
Dm8pWf,Ebonee,Windus,Female,86,Armenia,Bar River Airport,CA,Canada,NAM,North America,5/6/2022,YEB,Ebonee Windus,Delayed
zyj9LE,Ladonna,Camelin,Female,33,Vietnam,Diego Aracena Airport,CL,Chile,SAM,South America,11/5/2022,IQQ,Ladonna Camelin,Delayed
Cjk53m,Keen,Cleere,Male,85,Serbia,Leeuwarden Air Base,NL,Netherlands,EU,Europe,6/25/2022,LWR,Keen Cleere,Cancelled
xVq78l,Man,Longmate,Male,76,Poland,Sohar Airport,OM,Oman,AS,Asia,3/29/2022,OHS,Man Longmate,Cancelled
tZS8Ja,Zitella,List,Female,56,Russia,San Luis Río Colorado Airport,MX,Mexico,NAM,North America,7/23/2022,UAC,Zitella List,Delayed
RzwVc0,Shea,Le Grice,Male,15,Austria,Belfast International Airport,GB,United Kingdom,EU,Europe,6/29/2022,BFS,Shea Le Grice,Cancelled
xQbZQG,Vite,Sharper,Male,72,Nepal,Xilinhot Airport,CN,China,AS,Asia,8/5/2022,XIL,Vite Sharper,Delayed
BgYkTM,Catherin,Dorsett,Female,70,Ukraine,Awang Airport,PH,Philippines,AS,Asia,11/1/2022,CBO,Catherin Dorsett,Delayed
yfGrP1,Lona,Finn,Female,82,Netherlands,V.C. Bird International Airport,AG,Antigua and Barbuda,NAM,North America,7/15/2022,ANU,Lona Finn,On Time
tKF5CP,Sunny,Coddington,Female,24,Peru,Port Hardy Airport,CA,Canada,NAM,North America,9/22/2022,YZT,Sunny Coddington,On Time
ObPapE,Eric,Fallon,Male,32,China,Martindale Army Heliport,US,United States,NAM,North America,7/2/2022,MDA,Eric Fallon,Cancelled
nTG052,Luce,Sibbert,Female,79,China,São Miguel do Araguaia Airport,BR,Brazil,SAM,South America,3/4/2022,SQM,Luce Sibbert,On Time
Eep5Y4,Sander,Dallon,Male,39,Brazil,Key Field,US,United States,NAM,North America,9/5/2022,MEI,Sander Dallon,On Time
jbCuA7,Puff,Joannet,Male,8,Sweden,West Memphis Municipal Airport,US,United States,NAM,North America,10/6/2022,AWM,Puff Joannet,Cancelled
0viB4Z,Belita,Pancoast,Female,75,Canada,Qianjiang Wulingshan Airport,CN,China,AS,Asia,2/26/2022,JIQ,Belita Pancoast,Delayed
k5n4a6,Tomasina,Matushevich,Female,14,Indonesia,Cortez Municipal Airport,US,United States,NAM,North America,12/2/2022,CEZ,Tomasina Matushevich,Delayed
j2Mphu,Gardy,Bouda,Male,56,Peru,Faro Airport,CA,Canada,NAM,North America,5/18/2022,ZFA,Gardy Bouda,On Time
tCvniU,Adan,Semmens,Male,81,France,Maxwell Air Force Base,US,United States,NAM,North America,7/1/2022,MXF,Adan Semmens,Cancelled
l6oiPv,Clari,Coole,Female,82,China,Waspam Airport,NI,Nicaragua,NAM,North America,7/5/2022,WSP,Clari Coole,Delayed
trhbMP,Meta,Espinas,Female,6,Peru,Garfield County Regional Airport,US,United States,NAM,North America,6/23/2022,RIL,Meta Espinas,On Time
XGUF5X,Orin,Duchatel,Male,10,China,Kemi-Tornio Airport,FI,Finland,EU,Europe,1/14/2022,KEM,Orin Duchatel,Cancelled
BRpyyC,Gasparo,Ivashin,Male,27,Indonesia,Reus Air Base,ES,Spain,EU,Europe,7/21/2022,REU,Gasparo Ivashin,Cancelled
uQotse,Pauletta,Biasetti,Female,67,Thailand,Santorini Airport,GR,Greece,EU,Europe,12/23/2022,JTR,Pauletta Biasetti,On Time
2Jxo1V,Golda,Halbeard,Female,44,Indonesia,Clermont Airport,AU,Australia,OC,Oceania,10/28/2022,CMQ,Golda Halbeard,Cancelled
EJ5yhR,Fawnia,MacGahy,Female,41,Indonesia,Sheep Mountain Airport,US,United States,NAM,North America,9/19/2022,SMU,Fawnia MacGahy,Cancelled
nP02k0,Sandy,Scutching,Female,4,Czech Republic,Parndana Airport,AU,Australia,OC,Oceania,3/17/2022,PDN,Sandy Scutching,Cancelled
